pid,majorcat,province,area,sex,age,a003,a010,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d016,d020,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,year,Resign,First_Work,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,ck
211181,4,4,15,1,28.25,,,,,,,,,,,,,,,,,,,,,9,7,1,1,1,1,1,1,1,5,40,4,4,3,4,1,3,1,1,1,2,4,2,4,5,5,5,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2017-09-01,2019-02-01,,17,0
211221,4,3,17,1,27.083333333,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,2,5,40,4,4,4,4,2,2,2,2,2,3,3.3,1,2,5,5,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-04-01,2019-08-01,,16,0
211263,4,4,7,1,26.166666667,,,,,,,,,,,,,,,,,,,,,1,7,2,2,2,2,2,2,2,3,9,3,3,3,2,2,2,2,2,2,3,3.9,1,3,6,5,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-08-01,,2,0
211357,4,1,1,1,28.083333333,,,,,,,,,,,,,,,,,,,,,5,8,3,1,1,2,1,3,3,5,50,2,2,2,4,3,3,1,1,1,3,3,1,5,3,6,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-09-01,2019-07-01,,10,0
211426,4,3,4,1,27,,,,,,,,,,,,,,,,,,,,,9,4,1,1,2,1,1,1,2,5,35,4,4,1,1,1,3,1,1,1,3,3.5,1,3,5,4,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-10-01,2019-04-01,,6,0
211466,4,4,15,1,30.166666667,2,9,1,1,1,1,1,1,1,6,48,3,3,2,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4,2,2,5,5,5,1,2018,0,1,2008-03-01,2018-02-28,2018-09-01,2013-01-01,,,68,,0
211525,4,4,2,1,25.583333333,,,,,,,,,,,,,,,,,,,,,8,11,1,1,1,1,1,1,1,5,60,3,4,4,3,1,2,1,1,1,3,4.1,1,2,3,3,3,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2017-02-01,2018-03-01,,13,0
211532,4,4,2,1,26.75,,,,,,,,,,,,,,,,,,,,,9,15,1,1,1,2,1,1,1,5,40,4,4,5,5,1,2,1,1,1,3,3.5,1,4,7,7,7,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-07-01,2019-04-01,,21,0
211566,4,5,6,1,26.583333333,,,,,,,,,,,,,,,,,,,,,9,11,1,3,3,3,3,3,3,5,40,3,3,3,2,1,3,1,1,1,3,3.4,1,4,5,5,5,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2018-11-01,2019-03-01,,4,0
211567,4,5,6,1,26.75,,,,,,,,,,,,,,,,,,,,,3,15,1,1,3,1,1,1,3,5,40,4,4,2,1,1,2,1,1,1,3,3.5,1,5,5,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-03-01,,12,0
211573,4,5,13,1,27,,,,,,,,,,,,,,,,,,,,,2,13,2,2,2,1,2,2,2,5,30,4,4,3,1,2,2,2,2,2,3,4,1,3,4,4,4,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-02-01,,12,0
211722,4,3,4,1,27.083333333,2,6,1,1,1,1,1,1,1,5,40,3,3,2,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,1,3.8,2,4,5,5,4,1,2018,0,1,2012-03-01,2018-02-28,2018-09-01,2015-03-01,,,42,,0
211742,4,3,10,1,26.833333333,,,,,,,,,,,,,,,,,,,,,4,8,1,1,1,1,1,1,1,5,40,3,3,5,5,1,2,1,1,1,3,3.8,1,5,7,7,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-07-01,,4,0
211820,4,5,16,1,26.166666667,2,5,1,1,1,1,1,1,1,5,40,5,5,5,4,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,1,3.7,2,4,6,6,6,1,2018,0,1,2012-03-01,2018-02-28,2018-09-01,2015-05-01,,,40,,0
211908,4,2,9,1,31.833333333,2,9,1,1,1,1,1,1,1,5,40,4,3,1,3,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,3,2,4,6,7,5,2,2018,0,1,2006-03-01,2018-02-28,2018-09-01,2015-05-01,,,40,,0
212013,4,4,15,1,27.166666667,,,,,,,,,,,,,,,,,,,,,6,8,1,1,3,1,1,1,3,5,40,4,4,4,4,1,3,1,1,1,3,4,1,4,5,5,4,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-08-01,2019-07-01,,23,0
212017,4,4,14,1,28,,,,,,,,,,,,,,,,,,,,,6,1,1,1,3,2,1,1,3,6,54,3,4,2,2,2,2,2,2,2,3,3.2,1,3,7,7,7,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-05-01,,14,0
212032,4,4,14,1,34.833333333,2,3,1,1,2,2,1,1,2,5,40,4,4,1,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,2.8,1,4,6,6,6,1,2018,0,1,2003-03-01,2017-08-31,2018-09-01,2014-03-01,,,54,,0
212089,4,5,6,2,24.166666667,,,,,,,,,,,,,,,,,,,,,-1,6,1,1,3,1,3,3,3,5,40,3,2,2,2,1,2,1,1,1,3,4.3,2,4,2,4,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-06-01,,10,0
212262,4,4,14,1,27.416666667,2,4,1,1,3,1,1,1,3,5,40,3,3,3,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4,2,4,5,5,5,1,2018,0,1,2011-03-01,2018-02-28,2018-09-01,2016-09-01,,,24,,0
212277,4,4,2,1,27.083333333,1,-1,2,2,2,1,2,2,2,4,16,3,3,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,3,3.1,1,4,4,4,4,1,2018,0,1,2011-03-01,2018-02-28,2018-09-01,2016-08-01,,,25,,0
212278,4,4,2,2,25.416666667,,,,,,,,,,,,,,,,,,,,,1,2,1,1,3,1,2,1,3,4,24,4,4,1,3,3,3,3,3,3,3,3.4,2,5,5,5,5,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-07-01,2018-07-01,,12,0
212283,4,4,2,2,25.666666667,,,,,,,,,,,,,,,,,,,,,-1,2,2,2,2,1,2,2,2,5,35,4,4,1,1,2,2,2,2,2,3,3,1,5,6,6,6,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2018-07-01,2019-07-01,,12,0
212284,4,4,7,2,24.75,2,9,1,1,1,1,1,1,1,5,40,4,4,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,3,4.2,2,4,6,6,6,1,2018,0,1,2014-03-01,2018-02-28,2018-09-01,2015-12-01,,,33,,0
212298,4,5,6,2,25.333333333,,,,,,,,,,,,,,,,,,,,,9,6,1,2,3,1,1,1,3,4,22,3,3,1,1,3,3,1,1,1,3,2.8,2,5,5,6,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2017-10-01,2018-08-01,,10,0
212438,4,2,8,1,27.5,,,,,,,,,,,,,,,,,,,,,8,9,1,1,3,2,2,1,3,5,40,3,3,1,1,1,3,1,1,1,3,3.7,2,5,7,7,7,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-02-01,2019-06-01,,28,0
212503,4,4,14,1,26.083333333,,,,,,,,,,,,,,,,,,,,,4,8,1,1,1,1,2,1,1,6,48,3,3,3,3,1,3,1,1,1,3,3.7,1,5,5,7,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-05-01,,11,0
212520,4,4,2,1,27.083333333,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,5,40,1,4,4,5,1,2,1,1,1,3,3.6,1,3,4,4,4,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-09-01,2017-12-01,,3,0
212537,4,4,2,1,27.083333333,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,2,6,48,3,3,1,1,2,2,2,2,2,3,3.3,1,5,7,6,7,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-09-01,2017-12-01,,3,0
212539,4,4,7,1,26.666666667,,,,,,,,,,,,,,,,,,,,,9,14,1,1,1,1,1,1,1,5,48,2,2,2,2,1,3,1,1,1,2,3.2,1,4,5,4,3,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-03-01,,13,0
212549,4,5,12,1,26.916666667,,,,,,,,,,,,,,,,,,,,,9,12,1,1,1,1,1,2,1,5,40,4,3,2,2,1,2,1,1,1,3,3.5,1,4,6,6,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-01-01,,6,0
212826,4,4,14,2,26.083333333,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,2,1,3,3,5,40,2,4,5,4,1,2,1,1,1,3,4.3,1,4,5,5,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-07-01,,12,0
212833,4,4,14,1,26.416666667,,,,,,,,,,,,,,,,,,,,,9,14,1,1,3,2,2,2,1,5,40,2,2,3,4,1,3,1,1,1,3,3.3,1,4,4,5,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2017-09-01,2019-05-01,,20,0
213005,4,1,1,2,23.833333333,,,,,,,,,,,,,,,,,,,,,8,1,2,2,2,2,2,2,2,5,35,3,3,3,3,2,2,2,2,2,3,2.8,1,3,5,3,2,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-12-01,,10,0
213316,4,5,6,1,27.5,,,,,,,,,,,,,,,,,,,,,5,8,1,1,1,1,1,1,1,5,40,2,2,2,2,1,3,1,1,1,3,3.7,1,4,5,5,4,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2018-05-01,2018-09-01,,4,0
213321,4,1,1,2,26.333333333,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,1,2,2,2,2,10,3,3,1,1,1,2,1,1,1,3,3.3,1,5,5,5,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-10-01,,7,0
213337,4,1,1,1,27.916666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,1,2,1,5,40,3,3,3,3,1,3,1,1,1,3,4,1,4,5,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-04-01,,8,0
213353,4,1,1,1,30.666666667,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,2,2,2,2,5,40,4,4,1,2,1,3,1,1,1,3,3.1,2,3,3,3,3,1,2018,1,2,2007-03-01,2017-08-31,2018-09-01,,2017-09-01,2018-05-01,,8,0
213356,4,1,1,1,26.083333333,,,,,,,,,,,,,,,,,,,,,9,8,1,1,1,1,1,1,1,5.5,40,2,2,3,3,1,2,1,1,1,3,3.9,1,5,4,5,6,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-07-01,,18,0
213535,4,4,14,1,26.166666667,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,1,1,3,3,5,40,3,3,2,3,1,3,1,1,1,3,3,2,4,4,5,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2017-11-01,2018-02-01,,3,0
213567,4,5,16,1,27,,,,,,,,,,,,,,,,,,,,,-1,16,1,1,3,3,1,1,3,4,48,3,3,2,3,1,2,1,1,1,2,2.7,1,1,4,5,6,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-11-01,,5,0
213599,4,3,4,1,26.666666667,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,1,1,1,1,5,40,3,3,4,4,1,2,1,1,1,3,3.5,1,5,5,5,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2017-08-01,2018-08-01,,12,0
213643,4,4,2,2,25.5,,,,,,,,,,,,,,,,,,,,,-1,2,1,1,1,1,1,1,1,5,30,4,4,2,2,2,2,2,2,2,3,3.6,1,4,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-08-01,,3,0
213664,4,1,1,1,25.833333333,,,,,,,,,,,,,,,,,,,,,9,1,3,3,3,3,3,3,3,5,35,4,4,3,3,3,3,3,3,3,2,3.3,2,2,3,4,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-01-01,2019-02-01,,1,0
213665,4,1,1,1,23.916666667,,,,,,,,,,,,,,,,,,,,,-1,3,2,2,2,2,2,2,2,2,14,3,4,2,3,2,2,2,2,2,2,3.8,1,2,4,3,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-09-01,2018-11-01,,2,0
213928,5,2,8,1,28.583333333,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,2,2,5,30,3,2,2,2,3,3,3,3,3,3,2.6,1,4,3,3,3,1,2018,1,2,2009-03-01,2017-08-31,2018-09-01,,2018-02-01,2018-06-01,,4,0
214039,5,4,7,1,27.416666667,,,,,,,,,,,,,,,,,,,,,9,5,1,1,3,1,1,1,3,5,40,4,4,4,4,1,3,1,1,1,3,3.1,1,4,7,7,7,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-07-01,,12,0
214074,5,1,1,2,25.333333333,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,8,4,4,4,3,2,2,2,2,2,2,3.4,1,4,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-06-01,,5,0
214149,5,4,15,1,26.25,,,,,,,,,,,,,,,,,,,,,-1,15,2,2,2,1,2,2,2,2,12,3,3,2,2,2,2,2,2,2,3,3.4,2,5,7,7,7,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-03-01,2019-08-01,,5,0
214184,5,5,6,2,24.833333333,,,,,,,,,,,,,,,,,,,,,9,6,1,1,3,3,3,3,3,5,40,2,4,1,3,1,2,1,1,1,3,3.7,1,3,7,6,6,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2018-10-01,2019-05-01,,7,0
214211,5,1,1,2,25.583333333,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,2,2,1,1,5,45,4,3,5,4,1,2,1,1,1,3,3.2,2,2,3,6,6,2,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-07-01,,16,0
214238,5,4,3,2,23.75,2,8,1,1,1,1,1,1,1,4,20,4,5,4,5,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,2,3.8,1,2,6,6,6,1,2018,0,1,2014-03-01,2018-02-28,2018-09-01,2016-05-01,,,28,,0
214289,5,3,4,1,28.75,,,,,,,,,,,,,,,,,,,,,-1,12,2,2,2,2,2,2,2,5,50,3,3,2,2,1,2,1,1,1,3,3.1,2,4,6,6,7,1,2018,1,2,2009-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-05-01,,16,0
214295,5,3,11,2,27.583333333,,,,,,,,,,,,,,,,,,,,,8,14,1,1,3,2,1,2,3,5,40,4,3,3,3,1,2,1,1,1,1,3.6,2,4,6,6,6,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2018-03-01,2018-09-01,,6,0
214306,5,3,10,1,25.666666667,,,,,,,,,,,,,,,,,,,,,4,8,1,1,2,1,1,1,2,5.5,40,3,3,3,4,1,2,1,1,1,3,4.1,2,4,5,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-03-01,,13,0
214425,5,2,8,1,27.666666667,,,,,,,,,,,,,,,,,,,,,-1,1,3,3,3,3,3,3,3,2,12,3,4,1,1,3,3,3,3,3,3,3.5,2,4,5,5,5,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2018-09-01,2019-05-01,,8,0
214439,5,2,5,1,31.25,2,9,1,1,1,1,1,1,1,5,40,4,4,2,3,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,3,3.6,2,4,6,6,6,1,2018,0,1,2008-03-01,2018-02-28,2018-09-01,2016-09-01,,,24,,0
214457,5,3,11,2,26.166666667,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,2,2,2,2,3,16,3,3,1,1,2,2,2,2,2,3,3.4,2,4,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-08-01,2018-12-01,,4,0
214458,5,3,11,1,26.583333333,,,,,,,,,,,,,,,,,,,,,-1,11,1,1,3,1,1,1,3,5,40,3,3,2,2,1,3,1,1,1,3,3.9,1,4,3,4,1,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-10-01,,6,0
214542,5,1,1,1,26.916666667,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,1,1,2,2,4,16,4,3,2,2,2,2,2,2,2,3,3.8,1,3,3,4,3,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-08-01,,6,0
214583,5,3,4,1,27.416666667,,,,,,,,,,,,,,,,,,,,,9,11,1,1,3,1,1,3,3,5,40,4,4,5,5,1,2,1,1,1,3,3.6,1,4,6,5,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-02-01,2019-03-01,,13,0
214705,5,1,1,2,25.166666667,,,,,,,,,,,,,,,,,,,,,-1,5,1,3,3,1,2,1,3,5,30,4,4,2,3,1,3,1,1,1,3,3.5,1,4,3,3,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-02-01,2018-06-01,,4,0
214707,5,1,1,1,28.166666667,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,1,1,1,1,5,40,4,3,2,3,1,2,1,1,1,3,4,2,3,5,5,5,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-03-01,,14,0
214801,5,2,8,2,26.166666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,3,1,1,1,5,40,2,3,3,3,1,2,1,1,1,3,3.7,2,3,4,3,3,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2018-03-01,2018-12-01,,9,0
214812,5,2,8,2,24.5,,,,,,,,,,,,,,,,,,,,,7,8,1,1,1,1,1,3,1,5,40,4,4,3,3,1,3,1,1,1,3,4,1,4,6,6,4,1,2018,1,2,2013-03-01,2017-08-31,2018-09-01,,2017-06-01,2019-07-01,,25,0
214822,5,3,4,2,24.25,,,,,,,,,,,,,,,,,,,,,-1,10,1,2,3,1,2,3,3,6,72,4,4,2,2,1,3,1,1,1,3,3.1,1,5,4,3,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-02-01,,6,0
214890,5,4,3,2,26.25,,,,,,,,,,,,,,,,,,,,,5,3,1,1,1,1,1,1,1,5,40,3,3,3,3,1,2,1,1,1,2,3.5,1,4,4,5,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2017-04-01,2018-05-01,,13,0
215048,5,1,1,2,27.333333333,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,1,1,1,5,40,3,3,2,2,1,3,1,1,1,2,2.9,1,4,6,6,6,1,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2018-10-01,2018-12-01,,2,0
215095,5,2,8,2,23.666666667,,,,,,,,,,,,,,,,,,,,,1,8,2,2,2,2,2,2,2,5,35,3,2,1,1,2,2,2,2,2,3,3.7,2,4,5,6,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-09-01,2019-06-01,,9,0
215122,5,3,10,1,26,,,,,,,,,,,,,,,,,,,,,6,4,1,1,2,1,1,2,2,4,32,3,3,2,2,2,2,2,2,2,3,2.5,1,4,5,6,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-11-01,2018-12-01,,1,0
215171,5,1,1,1,28.5,,,,,,,,,,,,,,,,,,,,,8,1,1,1,3,2,2,1,3,5,40,2,4,5,5,1,3,1,1,3,3,3.4,1,4,3,6,6,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2017-12-01,2019-06-01,,18,0
215212,5,2,8,2,24.583333333,,,,,,,,,,,,,,,,,,,,,-1,8,1,1,1,2,1,1,1,5,40,3,3,4,4,1,2,1,1,1,3,3.7,1,4,6,7,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-01-01,2018-10-01,,9,0
215236,5,3,11,1,26.916666667,,,,,,,,,,,,,,,,,,,,,6,,3,3,3,3,3,3,3,5,40,4,4,2,2,2,2,2,2,2,3,2.5,1,5,6,6,6,1,2018,1,2,2011-03-01,2018-02-28,2018-09-01,,2018-06-01,2019-05-01,,11,0
215238,5,3,11,2,24.75,,,,,,,,,,,,,,,,,,,,,-1,11,3,3,3,3,3,3,3,5,15,3,3,3,3,2,3,2,2,2,3,3.8,1,4,5,5,5,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-03-01,2018-12-01,,9,0
215305,5,1,1,1,31.166666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,3,3,1,1,1,3,5,40,4,3,3,2,1,3,1,1,1,3,2.2,1,3,5,3,4,1,2018,1,2,2008-03-01,2017-08-31,2018-09-01,,2018-04-01,2019-04-01,,12,0
215353,5,2,5,1,30,,,,,,,,,,,,,,,,,,,,,-1,8,3,3,3,3,3,3,3,3,20,1,1,1,1,3,3,3,3,3,3,3,1,2,4,4,4,1,2018,1,2,2008-03-01,2017-08-31,2018-09-01,,2018-06-01,2018-09-01,,3,0
215354,5,2,5,1,26.5,,,,,,,,,,,,,,,,,,,,,-1,5,2,2,2,2,2,2,2,5,10,4,4,4,5,3,3,3,3,3,3,3.5,2,4,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-08-01,,17,0
215375,5,4,15,1,26.333333333,,,,,,,,,,,,,,,,,,,,,7,8,1,1,3,1,1,1,3,5,40,2,2,2,2,1,2,1,1,1,3,3.9,2,4,5,5,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-04-01,2018-06-01,,2,0
215399,5,5,6,1,26.75,,,,,,,,,,,,,,,,,,,,,2,1,3,1,3,2,3,3,3,5,40,3,4,4,4,2,2,2,2,2,3,3.6,1,4,6,6,6,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2017-09-01,2018-08-01,,11,0
215400,5,5,13,1,28,,,,,,,,,,,,,,,,,,,,,4,13,1,1,1,1,1,2,1,5,40,2,2,2,3,1,3,1,1,1,3,3,2,4,6,6,6,1,2018,1,2,2010-03-01,2018-02-28,2018-09-01,,2017-10-01,2019-03-01,,17,0
215427,5,2,9,2,23.75,,,,,,,,,,,,,,,,,,,,,3,9,1,1,3,1,1,1,3,6,72,3,2,1,1,1,2,1,1,1,3,3.3,1,4,6,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-09-01,2019-02-01,,5,0
215431,5,3,4,2,27,,,,,,,,,,,,,,,,,,,,,7,4,3,3,3,3,3,3,3,2,6,4,4,3,4,2,2,2,2,2,3,3.3,1,2,7,7,7,1,2018,1,2,2011-03-01,2017-08-31,2018-09-01,,2018-03-01,2019-07-01,,16,0
215499,5,4,3,1,29.416666667,,,,,,,,,,,,,,,,,,,,,5,4,1,1,1,1,1,1,1,5,40,1,1,3,1,1,3,1,1,1,2,2.5,1,5,7,7,7,1,2018,1,2,2009-03-01,2017-08-31,2018-09-01,,2017-11-01,2018-11-01,,12,0
215527,5,3,11,1,26.333333333,,,,,,,,,,,,,,,,,,,,,7,8,1,1,3,1,2,3,3,6,48,2,2,2,3,1,2,1,1,1,3,3,1,4,4,6,5,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2019-06-01,2019-07-01,,1,0
215533,5,3,10,1,25.75,,,,,,,,,,,,,,,,,,,,,9,,1,1,3,1,1,2,3,5,40,3,3,5,2,1,2,1,1,1,3,4.4,1,5,7,6,7,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-07-01,2019-08-01,,13,0
215745,6,2,8,2,24.416666667,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,1,1,5,40,2,2,5,5,1,2,1,1,1,3,3.7,2,4,5,5,5,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-09-01,2018-11-01,,2,0
215805,6,4,15,2,23.666666667,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,2,1,1,5,40,3,2,4,4,1,2,1,1,1,3,3.5,2,4,4,4,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-10-01,,5,0
215838,6,4,3,2,30.75,,,,,,,,,,,,,,,,,,,,,9,3,1,1,1,1,1,1,1,5,45,2,3,4,5,2,1,1,1,1,3,3.8,2,3,5,5,5,2,2018,1,2,2016-03-01,2018-02-28,2018-09-01,,2012-06-01,2019-07-01,,85,0
215862,6,5,6,2,24.666666667,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,1,1,5,40,3,2,4,4,1,2,1,1,1,3,4.1,1,2,4,7,4,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-06-01,2018-12-01,,6,0
216012,6,3,11,2,25.416666667,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,1,1,1,1,5,40,3,3,3,2,1,2,1,1,1,3,3.5,1,5,6,6,6,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-08-01,2019-05-01,,9,0
216013,6,3,11,2,24.083333333,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,3,2,1,3,3,5,40,1,2,5,4,1,3,1,1,1,3,3.4,1,4,2,7,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-04-01,,15,0
216021,6,3,11,2,32.583333333,2,6,1,1,1,2,1,1,1,5,40,4,4,5,5,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,1,3.9,2,5,7,5,7,1,2018,0,1,2017-03-01,2018-02-28,2018-09-01,2014-05-01,,,52,,0
216115,6,3,11,1,26.166666667,,,,,,,,,,,,,,,,,,,,,2,11,2,2,2,2,2,2,2,5,40,3,3,4,4,3,3,3,3,3,3,3.4,2,4,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-05-01,2018-12-01,,7,0
216152,6,4,15,2,24.75,,,,,,,,,,,,,,,,,,,,,3,8,1,1,2,2,1,2,2,6,48,1,2,4,4,1,2,1,1,1,3,3.5,1,2,2,3,3,1,2018,1,2,2013-03-01,2018-02-28,2018-09-01,,2018-05-01,2019-05-01,,12,0
216194,6,5,13,1,26.5,,,,,,,,,,,,,,,,,,,,,6,13,1,1,1,1,1,3,1,5.5,42,3,2,5,4,1,2,1,1,1,3,3.7,2,3,4,4,4,1,2018,1,2,2012-03-01,2018-02-28,2018-09-01,,2018-01-01,2019-08-01,,19,0
216237,6,2,8,2,24.25,,,,,,,,,,,,,,,,,,,,,3,1,1,1,3,2,2,1,3,5,40,3,3,4,4,1,2,1,1,1,3,3.7,1,4,7,7,7,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2018-03-01,2019-04-01,,13,0
216253,6,3,11,1,23.833333333,,,,,,,,,,,,,,,,,,,,,1,8,2,2,2,2,2,2,2,2,14,2,2,1,1,2,2,2,2,2,3,3.5,2,4,6,5,4,1,2018,1,2,2014-03-01,2018-02-28,2018-09-01,,2019-04-01,2019-06-01,,2,0
