pid,majorcat,province,area,sex,age,a003,a010,a038,a039,a043,a045,a046,a048,a392,a116,a117,a140,a141,a144,a146,a158,a159,a160,a161,a162,d016,d041,d042,d046,d048,d049,d051,d254,d106,d107,d130,d131,d134,d136,d144,d145,d146,d147,d148,f073,f074,h001,q001,q015,q016,q017,p001,First_Work,year,Resign,Admission,Graduation,Cur,Cur_Work_date,Start_Work1_date,End_Work1_date,Work_to_Cur,Start_to_End,FirstWorkPeriod,LongWork,LongWork2,major_same,major_help,big_company,work_sati,company_sati,supply1,supply2,supply3,supply4,supply5,supply6,supply7,work_day,work_time,insurance1,insurance2,insurance3,insurance4,insurance5,score,q001G,p001G,provinceG,major_sameG,major_helpG,majorcatG,q015G,q016G,q017G,big_companyG,work_satiG,company_satiG,supply,insurance,work_timeB,주당근로일,주당근로시간,직장에서의복리후생제공여부,보험가입여부,직장만족도,주당근로시간_binary
512770,5,1,1,1,29.16666667,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,1,5,40,2,2,2,2,1,2,1,1,1,3,3.1,1,4,6,6,6,1,2,2019,1,2010-03-01,2017-08-31,2019-09-01,,2017-08-01,2018-03-01,,7,7,0,0,2,2,9,2,2,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,1,1,1,2,3,3,3,1,1,1,1,1,0,5,40,제공한다,가입했다,그렇지않다,40시간이하
512817,5,2,8,1,26.91666667,,,,,,,,,,,,,,,,,,,,,-1,3,3,3,3,3,3,3,5,40,3,3,5,5,3,3,3,3,3,3,4,1,5,5,5,5,1,2,2019,1,2011-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-08-01,,17,17,1,0,5,5,-1,3,3,3,3,3,3,3,3,3,5,40,3,3,3,3,3,3,3,1,1,3,3,2,3,3,3,,2,2,0,0,0,5,40,제공하지않는다,가입하지않음,보통이다,40시간이하
512892,5,4,14,1,26.83333333,,,,,,,,,,,,,,,,,,,,,4,1,1,3,1,1,3,3,5,40,2,2,4,4,1,3,1,1,1,3,3.7,2,4,4,3,2,2,2,2019,1,2011-03-01,2018-02-28,2019-09-01,,2018-09-01,2019-07-01,,10,10,0,0,4,4,4,2,2,1,1,3,1,1,3,3,5,40,1,3,1,1,1,3,3,2,2,3,3,2,2,1,1,2,1,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
512933,5,5,6,1,25.83333333,2,9,1,1,1,1,1,1,1,5,40,4,4,3,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,4.4,1,5,6,6,6,1,1,2019,0,2012-03-01,2017-08-31,2019-09-01,2017-07-01,,,26,,26,1,1,3,3,9,4,4,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,2,2,2,2,3,3,3,1,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
512974,5,1,1,2,23.75,,,,,,,,,,,,,,,,,,,,,9,3,2,2,2,2,2,2,6,72,3,4,5,5,3,3,1,3,1,3,3.5,1,4,7,7,7,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-02-01,2018-08-01,,6,6,0,0,5,5,9,4,3,3,2,2,2,2,2,2,6,72,3,3,1,3,1,3,3,1,1,3,3,2,3,3,3,1,3,2,0,0,1,6,72,제공하지않는다,가입하지않음,보통이다,40시간초과
513093,5,5,16,2,26.08333333,,,,,,,,,,,,,,,,,,,,,-1,1,2,3,2,1,1,3,5,40,3,3,1,1,1,2,1,1,1,2,3.6,1,3,5,5,5,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2018-08-01,2019-07-01,,11,11,0,0,1,1,-1,3,3,1,2,3,2,1,1,3,5,40,1,2,1,1,1,2.093023256,2,1,2,1,1,2,3,3,3,,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
513098,5,1,1,1,27.5,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,1,2.5,20,5,5,5,5,1,2,1,1,1,3,3.1,1,3,4,6,5,1,2,2019,1,2012-03-01,2018-02-28,2019-09-01,,2016-05-01,2018-02-01,,21,21,1,0,5,5,9,5,5,1,1,1,1,1,1,1,2.5,20,1,2,1,1,1,3,2,1,1,3,3,2,2,3,3,1,3,3,1,1,0,2.5,20,제공한다,가입했다,그렇다,40시간이하
513141,5,5,12,2,27.08333333,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,1,2,1,5,40,2,4,1,1,1,2,1,1,1,3,2.5,2,2,2,3,3,1,2,2019,1,2012-03-01,2017-08-31,2019-09-01,,2018-09-01,2019-05-01,,8,8,0,0,1,1,8,4,2,1,1,1,1,1,2,1,5,40,1,2,1,1,1,3,1,1,2,1,1,2,1,1,1,2,3,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
513167,5,2,9,2,23.75,2,6,1,1,1,1,1,1,1,5,40,3,3,4,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,3,3.5,2,2,3,3,1,1,1,2019,0,2014-03-01,2018-02-28,2019-09-01,2017-04-01,,,29,,29,1,1,4,2,6,3,3,1,1,1,1,1,1,1,5,40,2,2,2,2,2,3,1,1,1,3,1,2,1,1,1,2,2,2,1,0,0,5,40,제공한다,가입하지않음,보통이다,40시간이하
513187,5,3,11,1,27.83333333,2,6,1,1,1,2,1,3,1,5,40,4,4,5,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.9,1,4,7,7,7,1,1,2019,0,2010-03-01,2017-08-31,2019-09-01,2016-12-01,,,33,,33,1,1,5,3,6,4,4,1,1,1,2,1,3,1,5,40,1,2,1,1,1,3,3,1,2,3,2,2,3,3,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
513265,5,1,1,2,23.16666667,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,2,5,5,5,4,2,2,2,2,2,3,4.5,2,5,7,6,5,1,2,2019,1,2014-03-01,2017-08-31,2019-09-01,,2018-01-01,2018-12-01,,11,11,0,0,5,4,1,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,1,1,3,3,2,3,3,3,2,3,3,0,0,0,1,2,제공하지않는다,가입하지않음,그렇다,40시간이하
513332,5,3,4,2,27.33333333,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,1,2,2,6,24,4,4,1,1,2,2,2,2,2,3,3.9,2,5,6,6,6,1,2,2019,1,2011-03-01,2017-08-31,2019-09-01,,2017-08-01,2017-12-01,,4,4,0,0,1,1,2,4,4,2,2,2,3,1,2,2,6,24,2,2,2,2,2,3,3,1,2,1,1,2,3,3,3,2,3,3,0,0,0,6,24,제공하지않는다,가입하지않음,그렇다,40시간이하
513414,5,1,1,2,25.83333333,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,3,12,4,4,2,2,3,3,3,3,3,3,3.9,1,3,4,5,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-02-01,2018-10-01,,8,8,0,0,2,2,2,4,4,2,2,1,1,2,2,2,3,12,3,3,3,3,3,3,2,1,1,1,1,2,2,3,3,2,3,3,0,0,0,3,12,제공하지않는다,가입하지않음,그렇다,40시간이하
513416,5,1,1,2,26.58333333,2,9,1,1,1,1,1,3,1,5,40,3,3,3,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.5,1,4,6,5,5,1,1,2019,0,2012-03-01,2017-08-31,2019-09-01,2017-07-01,,,26,,26,1,1,3,3,9,3,3,1,1,1,1,1,3,1,5,40,1,3,1,1,1,3,3,1,1,2,2,2,3,3,3,1,2,2,0,1,0,5,40,제공하지않는다,가입했다,보통이다,40시간이하
513476,5,3,11,1,25.83333333,,,,,,,,,,,,,,,,,,,,,7,1,3,3,1,3,1,3,5,40,2,4,1,1,1,2,1,1,1,3,2.9,2,5,5,4,3,1,2,2019,1,2012-03-01,2018-02-28,2019-09-01,,2019-05-01,2019-06-01,,1,1,0,0,1,1,7,4,2,1,3,3,1,3,1,3,5,40,1,2,1,1,1,3,3,1,2,1,1,2,3,2,1,2,3,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
513572,5,5,12,1,27.66666667,,,,,,,,,,,,,,,,,,,,,7,1,1,1,1,1,1,1,5,40,4,3,1,2,1,2,1,1,1,3,3.5,1,3,4,5,4,1,2,2019,1,2010-03-01,2018-02-28,2019-09-01,,2018-06-01,2019-08-01,,14,14,1,0,1,2,7,3,4,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,2,1,2,1,1,2,2,3,2,2,2,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
513587,5,1,1,2,24.83333333,,,,,,,,,,,,,,,,,,,,,-1,3,3,3,3,3,1,3,3,24,4,4,4,4,1,2,1,1,1,3,4.1,1,4,6,7,6,1,2,2019,1,2013-03-01,2017-08-31,2019-09-01,,2019-04-01,2019-08-01,,4,4,0,0,4,4,-1,4,4,3,3,3,3,3,1,3,3,24,1,2,1,1,1,3,3,1,1,3,3,2,3,3,3,,3,3,0,1,0,3,24,제공하지않는다,가입했다,그렇다,40시간이하
513613,5,2,5,2,25.16666667,,,,,,,,,,,,,,,,,,,,,-1,2,1,3,1,2,1,3,5,40,4,5,1,1,1,2,1,1,1,3,3.5,1,5,7,7,7,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2018-01-01,2018-08-01,,7,7,0,0,1,1,-1,5,4,2,1,3,1,2,1,3,5,40,1,2,1,1,1,3,3,1,1,1,1,2,3,3,3,,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
513633,5,4,3,2,25.66666667,2,9,1,1,1,1,1,1,1,5,40,3,3,2,3,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.6,1,3,5,5,5,1,1,2019,0,2013-03-01,2017-08-31,2019-09-01,2017-08-01,,,25,,25,1,1,2,3,9,3,3,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,2,1,2,1,2,2,3,3,3,1,2,2,1,1,0,5,40,제공한다,가입했다,보통이다,40시간이하
513692,5,2,8,2,24.41666667,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,3,1,5,40,2,2,4,2,1,3,1,1,1,3,3.8,1,3,5,3,4,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-05-01,,14,14,1,0,4,2,-1,2,2,1,1,1,1,1,3,1,5,40,1,3,1,1,1,3,2,1,1,3,1,2,3,1,2,,1,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
513773,5,4,14,2,24.33333333,,,,,,,,,,,,,,,,,,,,,9,1,1,1,1,1,1,1,5,40,5,5,5,2,1,2,1,1,1,3,3.1,1,5,5,6,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-02-01,2018-11-01,,9,9,0,0,5,2,9,5,5,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,2,3,1,2,3,3,3,1,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
513815,5,5,13,1,28.75,2,-1,1,1,1,1,1,1,1,5,45,3,3,4,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.5,2,5,4,4,4,1,1,2019,0,2009-03-01,2018-02-28,2019-09-01,2017-09-01,,,24,,24,1,1,4,3,-1,3,3,1,1,1,1,1,1,1,5,45,1,3,1,1,1,3,3,1,2,3,2,2,2,2,2,,2,2,1,1,1,5,45,제공한다,가입했다,보통이다,40시간초과
513906,5,1,1,1,27.75,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,1,1,1,5,40,3,3,2,3,1,2,1,1,1,3,3.8,1,4,4,6,6,1,2,2019,1,2011-03-01,2018-02-28,2019-09-01,,2018-12-01,2019-08-01,,8,8,0,0,2,3,8,3,3,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,1,1,2,2,2,3,3,2,2,2,1,1,0,5,40,제공한다,가입했다,보통이다,40시간이하
513907,5,1,1,2,24.91666667,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,2,2,7,40,4,4,4,5,2,2,2,3,2,2,3.4,1,4,5,5,5,1,2,2019,1,2013-03-01,2017-08-31,2019-09-01,,2017-05-01,2019-07-01,,26,26,1,1,4,5,2,4,4,1,2,2,1,1,2,2,7,40,2,2,2,3,2,2.093023256,3,1,1,3,3,2,3,3,3,2,3,3,0,0,0,7,40,제공하지않는다,가입하지않음,그렇다,40시간이하
513928,5,1,1,2,26.91666667,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,2,2,2,3,14,5,5,5,5,2,2,2,3,2,3,3.3,2,5,7,7,7,1,2,2019,1,2013-03-01,2017-08-31,2019-09-01,,2017-05-01,2018-09-01,,16,16,1,0,5,5,3,5,5,2,2,2,2,2,2,2,3,14,2,2,2,3,2,3,3,1,1,3,3,2,3,3,3,2,3,3,0,0,0,3,14,제공하지않는다,가입하지않음,그렇다,40시간이하
513944,5,2,9,1,27.66666667,2,4,1,1,1,1,2,1,1,5,40,4,4,4,3,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,2,3.5,1,3,5,6,6,1,1,2019,0,2011-03-01,2017-08-31,2019-09-01,2017-07-01,,,26,,26,1,1,4,3,4,4,4,1,1,1,1,2,1,1,5,40,1,3,1,1,3,2.093023256,2,1,1,3,2,2,3,3,3,2,3,3,0,0,0,5,40,제공하지않는다,가입하지않음,그렇다,40시간이하
514017,5,1,1,1,29.58333333,2,2,1,3,3,3,1,3,3,6,30,3,3,5,5,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,2,3,1,5,7,6,6,1,1,2019,0,2009-03-01,2017-08-31,2019-09-01,2017-09-01,,,24,,24,1,1,5,5,2,3,3,1,3,3,3,1,3,3,6,30,1,2,1,1,1,2.093023256,3,1,1,3,3,2,3,3,3,2,2,2,0,1,0,6,30,제공하지않는다,가입했다,보통이다,40시간이하
514025,5,1,1,1,28.66666667,2,9,1,1,1,1,1,1,1,5,40,3,3,4,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.9,1,4,4,6,6,1,1,2019,0,2010-03-01,2017-08-31,2019-09-01,2017-07-01,,,26,,26,1,1,4,4,9,3,3,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,1,3,3,2,2,3,3,1,2,2,1,1,0,5,40,제공한다,가입했다,보통이다,40시간이하
514114,5,4,14,2,24.41666667,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,2,12,3,3,1,2,2,3,2,2,2,3,4,1,4,5,5,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-02-01,2019-03-01,,13,13,1,0,1,2,1,3,3,2,2,2,2,1,2,2,2,12,2,3,2,2,2,3,3,1,2,1,1,2,3,3,3,2,2,2,0,0,0,2,12,제공하지않는다,가입하지않음,보통이다,40시간이하
514170,5,1,1,1,24.75,2,9,1,1,2,2,2,2,2,5,40,4,4,5,5,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,3,4,1,4,6,3,4,1,1,2019,0,2014-03-01,2017-08-31,2019-09-01,2017-09-01,,,24,,24,1,1,5,5,9,4,4,1,1,2,2,2,2,2,5,40,2,2,1,2,2,3,3,1,1,3,3,2,3,1,2,1,3,3,0,0,0,5,40,제공하지않는다,가입하지않음,그렇다,40시간이하
514180,5,1,1,1,26,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,2,1,4,28,4,4,4,4,1,2,1,1,1,3,3.7,1,2,4,5,6,1,2,2019,1,2012-03-01,2018-02-28,2019-09-01,,2018-02-01,2019-02-01,,12,12,1,0,4,4,3,4,4,1,1,1,1,1,2,1,4,28,1,2,1,1,1,3,1,1,1,3,3,2,2,3,3,2,3,3,0,1,0,4,28,제공하지않는다,가입했다,그렇다,40시간이하
514188,5,2,9,1,29.5,,,,,,,,,,,,,,,,,,,,,-1,1,1,1,1,1,1,1,5,20,4,4,3,4,2,2,2,2,2,3,2.7,2,3,6,7,7,1,2,2019,1,2010-03-01,2017-08-31,2019-09-01,,2016-06-01,2017-08-01,,14,14,1,0,3,4,-1,4,4,1,1,1,1,1,1,1,5,20,2,2,2,2,2,3,2,1,1,2,3,2,3,3,3,,3,3,1,0,0,5,20,제공한다,가입하지않음,그렇다,40시간이하
514297,5,3,11,1,26,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,5,20,4,4,1,1,2,2,2,2,2,3,4,1,4,5,5,5,1,2,2019,1,2012-03-01,2018-02-28,2019-09-01,,2018-08-01,2018-11-01,,3,3,0,0,1,1,1,4,4,3,3,3,3,3,3,3,5,20,2,2,2,2,2,3,3,1,2,1,1,2,3,3,3,2,3,3,0,0,0,5,20,제공하지않는다,가입하지않음,그렇다,40시간이하
514302,5,3,11,2,23.83333333,,,,,,,,,,,,,,,,,,,,,-1,1,1,3,1,1,1,3,5,40,4,4,4,4,1,2,1,1,1,3,3.5,1,4,5,5,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-07-01,2018-12-01,,5,5,0,0,4,4,-1,4,4,1,1,3,1,1,1,3,5,40,1,2,1,1,1,3,3,1,2,3,3,2,3,3,3,,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
514761,6,1,1,2,25.75,,,,,,,,,,,,,,,,,,,,,3,1,2,2,2,2,2,2,2,22,4,4,2,1,3,2,2,2,2,2,4,1,3,5,5,6,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2017-02-01,2018-08-01,,18,18,1,0,2,1,3,4,4,1,2,2,2,2,2,2,2,22,3,2,2,2,2,2.093023256,2,1,1,1,1,2,3,3,3,2,3,3,0,0,0,2,22,제공하지않는다,가입하지않음,그렇다,40시간이하
514846,6,4,2,2,23.66666667,,,,,,,,,,,,,,,,,,,,,-1,1,2,2,2,2,2,2,5,40,2,2,2,4,1,3,1,1,1,3,3.4,1,3,4,5,6,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-02-01,2018-02-01,,0,0,0,0,2,4,-1,2,2,1,2,2,2,2,2,2,5,40,1,3,1,1,1,3,2,1,2,1,3,2,2,3,3,,1,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
514848,6,4,2,1,25.66666667,2,3,1,1,3,2,1,1,3,5,40,5,5,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.3,2,4,7,7,5,1,1,2019,0,2012-03-01,2018-02-28,2019-09-01,2017-09-01,,,24,,24,1,1,1,1,3,5,5,1,1,3,2,1,1,3,5,40,1,2,1,1,1,3,3,1,2,1,1,2,3,3,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
514858,6,5,6,1,26.58333333,,,,,,,,,,,,,,,,,,,,,5,1,1,1,3,1,3,1,6,48,3,3,5,5,1,3,1,1,1,3,3.7,2,4,7,7,7,1,2,2019,1,2012-03-01,2018-02-28,2019-09-01,,2018-04-01,2019-05-01,,13,13,1,0,5,5,5,3,3,1,1,1,3,1,3,1,6,48,1,3,1,1,1,3,3,1,2,3,3,2,3,3,3,2,2,2,0,1,1,6,48,제공하지않는다,가입했다,보통이다,40시간초과
514866,6,5,12,1,27.33333333,2,4,1,1,1,1,1,1,1,3.5,54,3,3,4,3,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.8,2,4,4,5,4,1,1,2019,0,2011-03-01,2017-08-31,2019-09-01,2017-02-01,,,31,,31,1,1,4,3,4,3,3,1,1,1,1,1,1,1,3.5,54,1,3,1,1,1,3,3,1,2,3,2,2,2,3,2,2,2,2,1,1,1,3.5,54,제공한다,가입했다,보통이다,40시간초과
515059,6,4,14,1,27.41666667,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,10,3,3,1,1,2,2,2,2,2,3,3.7,1,4,3,3,4,1,2,2019,1,2012-03-01,2018-02-28,2019-09-01,,2018-03-01,2018-06-01,,3,3,0,0,1,1,1,3,3,2,2,2,2,2,2,2,2,10,2,2,2,2,2,3,3,1,2,1,1,2,1,1,2,2,2,2,0,0,0,2,10,제공하지않는다,가입하지않음,보통이다,40시간이하
515110,7,3,10,2,25.5,,,,,,,,,,,,,,,,,,,,,3,1,1,1,2,2,1,1,5.5,40,4,3,1,1,1,2,1,1,1,3,3.7,1,2,7,7,7,1,2,2019,1,2013-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-07-01,,16,16,1,0,1,1,3,3,4,1,1,1,2,2,1,1,5.5,40,1,2,1,1,1,3,1,1,2,1,1,3,3,3,3,2,2,3,0,1,0,5.5,40,제공하지않는다,가입했다,그렇다,40시간이하
515119,7,4,3,1,26.33333333,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,2,2,2,2,12,2,2,1,1,3,3,3,1,3,2,3.7,1,4,4,2,2,1,2,2019,1,2012-03-01,2018-02-28,2019-09-01,,2019-01-01,2019-04-01,,3,3,0,0,1,1,2,2,2,3,2,3,2,2,2,2,2,12,3,3,3,1,3,2.093023256,3,1,2,1,1,3,2,1,1,2,1,1,0,0,0,2,12,제공하지않는다,가입하지않음,그렇지않다,40시간이하
515235,7,2,9,1,27.58333333,2,1,1,3,3,2,1,1,3,5,45,2,2,3,4,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,3,3,1,3,5,5,5,1,1,2019,0,2010-03-01,2017-08-31,2019-09-01,2017-05-01,,,28,,28,1,1,3,4,1,2,2,1,3,3,2,1,1,3,5,45,1,3,1,1,1,3,2,1,1,2,3,3,3,3,3,2,1,1,0,1,1,5,45,제공하지않는다,가입했다,그렇지않다,40시간초과
515343,7,3,10,2,25.5,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,3,1,2,5,40,4,4,1,1,1,2,1,1,1,3,3.8,2,2,5,5,5,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-03-01,2019-04-01,,13,13,1,0,1,1,2,4,4,1,3,2,2,3,1,2,5,40,1,2,1,1,1,3,1,1,2,1,1,3,3,3,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
515344,7,3,10,2,23.83333333,,,,,,,,,,,,,,,,,,,,,6,1,1,1,1,1,1,1,5,40,4,4,2,2,3,2,1,1,1,3,3.9,1,2,2,4,4,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-07-01,2019-04-01,,9,9,0,0,2,2,6,4,4,1,1,1,1,1,1,1,5,40,3,2,1,1,1,3,1,1,2,1,1,3,1,2,2,2,3,3,1,0,0,5,40,제공한다,가입하지않음,그렇다,40시간이하
515405,7,2,8,2,27.66666667,,,,,,,,,,,,,,,,,,,,,5,1,1,1,2,1,1,1,5,40,4,4,4,4,1,2,1,1,1,3,3,1,4,5,5,5,1,2,2019,1,2012-03-01,2017-08-31,2019-09-01,,2017-09-01,2019-01-01,,16,16,1,0,4,4,5,4,4,1,1,1,2,1,1,1,5,40,1,2,1,1,1,3,3,1,1,3,3,3,3,3,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
515432,7,3,4,1,27,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,5,40,2,5,5,5,1,2,1,1,1,1,3.7,1,5,7,7,7,1,2,2019,1,2011-03-01,2017-08-31,2019-09-01,,2017-05-01,2018-09-01,,16,16,1,0,5,5,2,5,2,1,1,2,2,2,2,2,5,40,1,2,1,1,1,1.125,3,1,2,3,3,3,3,3,3,2,3,1,0,1,0,5,40,제공하지않는다,가입했다,그렇지않다,40시간이하
515519,7,1,1,1,29.16666667,2,9,1,1,1,1,1,1,1,5,40,5,5,3,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,3.5,1,4,6,5,7,1,1,2019,0,2010-03-01,2017-08-31,2019-09-01,2017-07-01,,,26,,26,1,1,3,4,9,5,5,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,1,2,3,3,3,3,3,1,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
515521,7,1,1,2,26.66666667,,,,,,,,,,,,,,,,,,,,,6,2,2,2,1,2,1,2,6,48,4,4,1,1,2,2,2,2,2,3,3.6,1,4,5,5,5,1,2,2019,1,2011-03-01,2017-08-31,2019-09-01,,2018-10-01,2018-12-01,,2,2,0,0,1,1,6,4,4,2,2,2,1,2,1,2,6,48,2,2,2,2,2,3,3,1,1,1,1,3,3,3,3,2,3,3,0,0,1,6,48,제공하지않는다,가입하지않음,그렇다,40시간초과
515555,7,3,4,2,24.58333333,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,5,20,2,2,1,1,2,2,2,2,2,3,3.8,2,4,7,7,7,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-01-01,2018-12-01,,11,11,0,0,1,1,1,2,2,2,2,2,2,2,2,2,5,20,2,2,2,2,2,3,3,1,2,1,1,3,3,3,3,2,1,1,0,0,0,5,20,제공하지않는다,가입하지않음,그렇지않다,40시간이하
515560,7,3,17,2,26.08333333,,,,,,,,,,,,,,,,,,,,,-1,1,3,3,1,1,3,3,5,6,4,4,3,4,3,3,3,3,3,1,3.5,2,2,6,6,4,1,2,2019,1,2012-03-01,2017-08-31,2019-09-01,,2018-07-01,2019-02-01,,7,7,0,0,3,4,-1,4,4,1,3,3,1,1,3,3,5,6,3,3,3,3,3,1.125,1,1,2,2,3,3,3,3,2,,3,3,0,0,0,5,6,제공하지않는다,가입하지않음,그렇다,40시간이하
515669,7,3,11,1,26.66666667,2,4,1,1,3,2,1,1,3,5,40,4,5,5,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,4.2,1,4,6,6,5,1,1,2019,0,2011-03-01,2018-02-28,2019-09-01,2017-01-01,,,32,,32,1,1,5,4,4,5,4,1,1,3,2,1,1,3,5,40,1,2,1,1,1,3,3,1,2,3,3,3,3,3,3,2,3,3,0,1,0,5,40,제공하지않는다,가입했다,그렇다,40시간이하
515689,7,4,14,2,25.08333333,2,6,1,1,1,2,1,2,1,5,52,3,4,4,4,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,3,3.4,1,3,4,5,5,1,1,2019,0,2013-03-01,2017-08-31,2019-09-01,2016-12-01,,,33,,33,1,1,4,4,6,4,3,1,1,1,2,1,2,1,5,52,1,3,1,1,3,3,2,1,2,3,3,3,2,3,3,2,3,2,0,0,1,5,52,제공하지않는다,가입하지않음,보통이다,40시간초과
515704,7,5,6,2,24.5,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,6,36,2,3,3,4,2,2,2,2,2,1,3.5,1,4,6,6,6,1,2,2019,1,2014-03-01,2018-02-28,2019-09-01,,2018-02-01,2018-12-01,,10,10,0,0,3,4,1,3,2,2,2,2,2,2,2,2,6,36,2,2,2,2,2,1.125,3,1,2,2,3,3,3,3,3,2,2,1,0,0,0,6,36,제공하지않는다,가입하지않음,그렇지않다,40시간이하
515911,7,4,2,2,25.5,2,5,1,1,1,1,1,1,1,5,40,4,4,5,4,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,3,4.1,2,4,6,6,6,1,1,2019,0,2013-03-01,2017-08-31,2019-09-01,2017-01-01,,,32,,32,1,1,5,4,5,4,4,1,1,1,1,1,1,1,5,40,1,2,1,1,1,3,3,1,2,3,3,3,3,3,3,2,3,3,1,1,0,5,40,제공한다,가입했다,그렇다,40시간이하
